# Shyland V24.1 fight-cost survey dataset (#180) — commit ead50f5, RNG seed 180, N=10000 trials per row
encounter_id,kind,tier,members,rooms,encounter_level,player_level,is_at_level,scenario,n_trials,n_resolved,unwinnable_fraction,vitality_max,draught_heal,hp_loss_mean,hp_loss_std,hp_loss_p10,hp_loss_p90,hp_loss_frac_mean,rounds_mean,rounds_std,p_death_unhealed,draughts_per_fight,draught_cost_cp,potions_to_win,potions_to_win_flat25,hit_pct_mc
solo:river-otter,solo,normal,river-otter,,1,5,False,headline,10000,10000,0.0,404,81,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:river-otter,solo,normal,river-otter,,1,5,False,bare,10000,10000,0.0,204,41,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:river-otter,solo,normal,river-otter,,1,5,False,common-weapon,10000,10000,0.0,404,81,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:river-otter,solo,normal,river-otter,,1,10,False,headline,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:river-otter,solo,normal,river-otter,,1,10,False,bare,10000,10000,0.0,268,54,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:river-otter,solo,normal,river-otter,,1,10,False,common-weapon,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:silk-matron,solo,boss,silk-matron,,3,3,True,headline,10000,10000,0.0,379,76,69.2879,28.637266,37.0,108.0,0.182818,7.1496,2.387806,0.0,0.911683,13.675243,0,0,0.458739
solo:silk-matron,solo,boss,silk-matron,,3,3,True,bare,10000,10000,0.0,179,36,85.0709,35.156844,45.0,132.0,0.475256,7.112,2.380894,0.0149,2.363081,35.446208,0,0,0.461164
solo:silk-matron,solo,boss,silk-matron,,3,3,True,common-weapon,10000,10000,0.0,379,76,74.5115,29.38543,40.0,114.0,0.1966,7.4592,2.466928,0.0,0.980414,14.706217,0,0,0.449659
solo:silk-matron,solo,boss,silk-matron,,3,5,False,headline,10000,10000,0.0,404,81,26.8575,15.319171,7.0,47.0,0.066479,4.4697,1.112781,0.0,0.331574,4.973611,0,0,0.712128
solo:silk-matron,solo,boss,silk-matron,,3,5,False,bare,10000,10000,0.0,204,41,33.153,18.732682,9.0,58.0,0.162515,4.4848,1.111022,0.0,0.80861,12.129146,0,0,0.709887
solo:silk-matron,solo,boss,silk-matron,,3,5,False,common-weapon,10000,10000,0.0,404,81,29.6376,15.78953,11.0,50.0,0.07336,4.6344,1.116215,0.0,0.365896,5.488444,0,0,0.69912
solo:silk-matron,solo,boss,silk-matron,,3,10,False,headline,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,2.7022,0.457291,0.0,0.0,0.0,0,0,1.0
solo:silk-matron,solo,boss,silk-matron,,3,10,False,bare,10000,10000,0.0,268,54,0.0,0.0,0.0,0.0,0.0,2.6923,0.461542,0.0,0.0,0.0,0,0,1.0
solo:silk-matron,solo,boss,silk-matron,,3,10,False,common-weapon,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,2.7401,0.43858,0.0,0.0,0.0,0,0,1.0
solo:territorial-brown-bear,solo,elite,territorial-brown-bear,,9,5,False,headline,10000,10000,0.0,404,81,1778.2539,796.931165,873.0,2839.0,4.401619,49.7657,22.204171,0.996,21.953752,329.306278,19,60,0.0
solo:territorial-brown-bear,solo,elite,territorial-brown-bear,,9,5,False,bare,10000,10000,0.0,204,41,2174.1931,987.837186,1053.0,3488.0,10.657809,49.4745,22.38938,1.0,53.0291,795.4365,50,81,0.0
solo:territorial-brown-bear,solo,elite,territorial-brown-bear,,9,5,False,common-weapon,10000,10000,0.0,404,81,2015.7927,820.19988,1064.0,3122.0,4.989586,56.3462,22.880689,0.999,24.88633,373.294944,22,69,0.0
solo:territorial-brown-bear,solo,elite,territorial-brown-bear,,9,9,True,headline,10000,10000,0.0,454,91,114.0563,57.432226,49.0,191.0,0.251225,4.733,1.958548,0.0003,1.253366,18.800489,0,0,0.461525
solo:territorial-brown-bear,solo,elite,territorial-brown-bear,,9,9,True,bare,10000,10000,0.0,254,51,140.0309,70.895156,61.0,234.0,0.551303,4.7425,1.984186,0.072,2.745704,41.185559,0,0,0.461719
solo:territorial-brown-bear,solo,elite,territorial-brown-bear,,9,9,True,common-weapon,10000,10000,0.0,454,91,122.7179,59.408564,57.0,203.0,0.270304,4.9704,2.010155,0.0,1.348548,20.228225,0,0,0.450366
solo:territorial-brown-bear,solo,elite,territorial-brown-bear,,9,10,False,headline,10000,10000,0.0,468,94,71.81,41.659516,27.0,127.0,0.15344,3.4993,1.411453,0.0,0.763936,11.459043,0,0,0.564856
solo:territorial-brown-bear,solo,elite,territorial-brown-bear,,9,10,False,bare,10000,10000,0.0,268,54,87.9247,51.641009,34.0,158.0,0.328077,3.4992,1.424008,0.005,1.628235,24.423528,0,0,0.563815
solo:territorial-brown-bear,solo,elite,territorial-brown-bear,,9,10,False,common-weapon,10000,10000,0.0,468,94,78.1102,43.889683,29.0,137.0,0.166902,3.7128,1.516218,0.0,0.83096,12.464394,0,0,0.549828
solo:undercrag-weaver,solo,boss,undercrag-weaver,,8,5,False,headline,10000,10000,0.0,404,81,918.6393,356.34185,498.0,1396.0,2.27386,33.4075,12.880297,0.958,11.341226,170.118389,8,25,0.0601
solo:undercrag-weaver,solo,boss,undercrag-weaver,,8,5,False,bare,10000,10000,0.0,204,41,1139.354,451.832655,613.0,1755.0,5.585069,33.6773,13.270786,0.9997,27.789122,416.836829,25,40,0.059646
solo:undercrag-weaver,solo,boss,undercrag-weaver,,8,5,False,common-weapon,10000,10000,0.0,404,81,1002.7623,356.840866,573.0,1479.0,2.482085,36.4119,12.914404,0.9798,12.379781,185.696722,9,28,0.050168
solo:undercrag-weaver,solo,boss,undercrag-weaver,,8,8,True,headline,10000,10000,0.0,443,89,163.0696,65.429475,88.0,249.0,0.368103,8.1303,2.82859,0.0014,1.832243,27.48364,0,0,0.412051
solo:undercrag-weaver,solo,boss,undercrag-weaver,,8,8,True,bare,10000,10000,0.0,243,49,201.4729,81.109763,108.0,310.0,0.829107,8.1411,2.828072,0.2696,4.111692,61.675378,1,1,0.411148
solo:undercrag-weaver,solo,boss,undercrag-weaver,,8,8,True,common-weapon,10000,10000,0.0,443,89,174.213,67.339647,97.0,264.0,0.393257,8.4728,2.934018,0.0019,1.957449,29.361742,0,0,0.400777
solo:undercrag-weaver,solo,boss,undercrag-weaver,,8,10,False,headline,10000,10000,0.0,468,94,65.5474,33.002475,25.0,108.0,0.140059,4.9599,1.286815,0.0,0.697313,10.459691,0,0,0.659207
solo:undercrag-weaver,solo,boss,undercrag-weaver,,8,10,False,bare,10000,10000,0.0,268,54,81.6122,40.201809,31.0,134.0,0.304523,4.9626,1.254592,0.0003,1.511337,22.670056,0,0,0.66048
solo:undercrag-weaver,solo,boss,undercrag-weaver,,8,10,False,common-weapon,10000,10000,0.0,468,94,69.3203,32.827024,28.0,112.0,0.14812,5.053,1.279684,0.0,0.73745,11.06175,0,0,0.650247
solo:weavers-brood,solo,elite,weavers-brood,,6,5,False,headline,10000,10000,0.0,404,81,66.4323,38.313596,26.0,116.0,0.164436,3.9583,2.037734,0.0,0.820152,12.302278,0,0,0.365157
solo:weavers-brood,solo,elite,weavers-brood,,6,5,False,bare,10000,10000,0.0,204,41,82.7472,47.999582,33.0,146.0,0.405624,4.007,2.110059,0.0252,2.018224,30.273366,0,0,0.363015
solo:weavers-brood,solo,elite,weavers-brood,,6,5,False,common-weapon,10000,10000,0.0,404,81,70.445,39.468549,29.0,123.0,0.174369,4.1054,2.111324,0.0001,0.869691,13.04537,0,0,0.349832
solo:weavers-brood,solo,elite,weavers-brood,,6,6,True,headline,10000,10000,0.0,418,84,48.2005,28.088145,18.0,85.0,0.115312,3.3034,1.546593,0.0,0.573815,8.607232,0,0,0.463462
solo:weavers-brood,solo,elite,weavers-brood,,6,6,True,bare,10000,10000,0.0,218,44,59.1917,34.242505,22.0,104.0,0.271522,3.3062,1.538259,0.0017,1.345266,20.178989,0,0,0.462404
solo:weavers-brood,solo,elite,weavers-brood,,6,6,True,common-weapon,10000,10000,0.0,418,84,50.6735,29.010465,19.0,88.0,0.121228,3.3901,1.606649,0.0,0.603256,9.048839,0,0,0.449633
solo:weavers-brood,solo,elite,weavers-brood,,6,10,False,headline,10000,10000,0.0,468,94,7.1446,9.775341,0.0,21.0,0.015266,1.6989,0.461994,0.0,0.076006,1.140096,0,0,0.960975
solo:weavers-brood,solo,elite,weavers-brood,,6,10,False,bare,10000,10000,0.0,268,54,8.9097,12.112182,0.0,27.0,0.033245,1.6972,0.464233,0.0,0.164994,2.474917,0,0,0.961466
solo:weavers-brood,solo,elite,weavers-brood,,6,10,False,common-weapon,10000,10000,0.0,468,94,8.1429,10.393483,0.0,23.0,0.017399,1.7844,0.417033,0.0,0.086627,1.299399,0,0,0.951861
solo:whistler-below,solo,boss,whistler-below,,6,5,False,headline,10000,10000,0.0,404,81,227.7764,79.127069,135.0,334.0,0.563803,12.0623,3.773091,0.0294,2.812054,42.180815,0,0,0.362327
solo:whistler-below,solo,boss,whistler-below,,6,5,False,bare,10000,10000,0.0,204,41,280.7865,97.63678,168.0,410.0,1.376404,12.1529,3.799911,0.7803,6.848451,102.726768,4,6,0.359289
solo:whistler-below,solo,boss,whistler-below,,6,5,False,common-weapon,10000,10000,0.0,404,81,243.4882,80.828698,148.0,351.0,0.602694,12.6602,3.903324,0.0388,3.006027,45.090407,0,0,0.351535
solo:whistler-below,solo,boss,whistler-below,,6,6,True,headline,10000,10000,0.0,418,84,155.3407,56.195411,89.0,229.0,0.371628,9.4805,2.778852,0.0009,1.849294,27.739411,0,0,0.459659
solo:whistler-below,solo,boss,whistler-below,,6,6,True,bare,10000,10000,0.0,218,44,188.781,66.934915,111.0,277.0,0.865968,9.4258,2.695755,0.2959,4.290477,64.357159,1,2,0.46238
solo:whistler-below,solo,boss,whistler-below,,6,6,True,common-weapon,10000,10000,0.0,418,84,161.6734,56.293006,96.0,237.0,0.386778,9.663,2.800113,0.0006,1.924683,28.87025,0,0,0.453896
solo:whistler-below,solo,boss,whistler-below,,6,10,False,headline,10000,10000,0.0,468,94,19.17,16.877835,0.0,43.0,0.040962,4.1238,0.434366,0.0,0.203936,3.059043,0,0,0.962607
solo:whistler-below,solo,boss,whistler-below,,6,10,False,bare,10000,10000,0.0,268,54,23.4613,20.718386,0.0,54.0,0.087542,4.1122,0.436819,0.0,0.434469,6.517028,0,0,0.962867
solo:whistler-below,solo,boss,whistler-below,,6,10,False,common-weapon,10000,10000,0.0,468,94,21.3919,17.702353,0.0,46.0,0.045709,4.25,0.507445,0.0,0.227573,3.413601,0,0,0.949718
solo:whistlers-young,solo,normal,whistlers-young,,4,4,True,headline,10000,10000,0.0,393,79,31.3083,20.258066,8.0,58.0,0.079665,2.7887,1.388975,0.0,0.396308,5.944614,0,0,0.514433
solo:whistlers-young,solo,normal,whistlers-young,,4,4,True,bare,10000,10000,0.0,193,39,38.8214,25.572483,10.0,72.0,0.201147,2.8151,1.410784,0.0001,0.995421,14.931308,0,0,0.5073
solo:whistlers-young,solo,normal,whistlers-young,,4,4,True,common-weapon,10000,10000,0.0,393,79,34.2857,21.172711,10.0,61.0,0.087241,2.9797,1.41834,0.0,0.433996,6.509943,0,0,0.495419
solo:whistlers-young,solo,normal,whistlers-young,,4,5,False,headline,10000,10000,0.0,404,81,17.2381,13.955437,0.0,35.0,0.042669,2.0318,0.931444,0.0,0.212816,3.192241,0,0,0.666798
solo:whistlers-young,solo,normal,whistlers-young,,4,5,False,bare,10000,10000,0.0,204,41,21.516,17.317492,0.0,44.0,0.105471,2.0457,0.955935,0.0,0.52478,7.871707,0,0,0.66388
solo:whistlers-young,solo,normal,whistlers-young,,4,5,False,common-weapon,10000,10000,0.0,404,81,19.185,14.71283,0.0,38.0,0.047488,2.1628,0.970719,0.0,0.236852,3.552778,0,0,0.646523
solo:whistlers-young,solo,normal,whistlers-young,,4,10,False,headline,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:whistlers-young,solo,normal,whistlers-young,,4,10,False,bare,10000,10000,0.0,268,54,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:whistlers-young,solo,normal,whistlers-young,,4,10,False,common-weapon,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:wild-boar,solo,elite,wild-boar,,3,3,True,headline,10000,10000,0.0,379,76,30.8743,19.446462,11.0,57.0,0.081463,3.3288,1.558361,0.0,0.406241,6.093612,0,0,0.460887
solo:wild-boar,solo,elite,wild-boar,,3,3,True,bare,10000,10000,0.0,179,36,37.5051,24.108127,13.0,69.0,0.209526,3.3124,1.551002,0.0002,1.041808,15.627125,0,0,0.459093
solo:wild-boar,solo,elite,wild-boar,,3,3,True,common-weapon,10000,10000,0.0,379,76,31.9651,19.766064,11.0,57.0,0.084341,3.3711,1.597243,0.0,0.420593,6.308901,0,0,0.452226
solo:wild-boar,solo,elite,wild-boar,,3,5,False,headline,10000,10000,0.0,404,81,10.4672,10.039827,0.0,25.0,0.025909,2.2738,0.713606,0.0,0.129225,1.93837,0,0,0.710441
solo:wild-boar,solo,elite,wild-boar,,3,5,False,bare,10000,10000,0.0,204,41,12.9111,12.409891,0.0,31.0,0.06329,2.2715,0.707381,0.0,0.314905,4.723573,0,0,0.712701
solo:wild-boar,solo,elite,wild-boar,,3,5,False,common-weapon,10000,10000,0.0,404,81,11.1932,10.495136,0.0,26.0,0.027706,2.3154,0.739272,0.0,0.138188,2.072815,0,0,0.698756
solo:wild-boar,solo,elite,wild-boar,,3,10,False,headline,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:wild-boar,solo,elite,wild-boar,,3,10,False,bare,10000,10000,0.0,268,54,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:wild-boar,solo,elite,wild-boar,,3,10,False,common-weapon,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:windhome-hunter,solo,normal,windhome-hunter,,5,5,True,headline,10000,10000,0.0,404,81,27.5062,17.33535,7.0,49.0,0.068085,2.8113,1.145728,0.0,0.339583,5.093741,0,0,0.561555
solo:windhome-hunter,solo,normal,windhome-hunter,,5,5,True,bare,10000,10000,0.0,204,41,34.0231,21.616733,8.0,61.0,0.16678,2.8361,1.182809,0.0,0.829832,12.447476,0,0,0.556574
solo:windhome-hunter,solo,normal,windhome-hunter,,5,5,True,common-weapon,10000,10000,0.0,404,81,28.8872,17.916347,7.0,51.0,0.071503,2.8901,1.205911,0.0,0.356632,5.349481,0,0,0.546036
solo:windhome-hunter,solo,normal,windhome-hunter,,5,10,False,headline,10000,10000,0.0,468,94,0.7615,2.370869,0.0,0.0,0.001627,1.6538,0.475758,0.0,0.008101,0.121516,0,0,1.0
solo:windhome-hunter,solo,normal,windhome-hunter,,5,10,False,bare,10000,10000,0.0,268,54,0.8622,2.832704,0.0,0.0,0.003217,1.6456,0.478331,0.0,0.015967,0.2395,0,0,1.0
solo:windhome-hunter,solo,normal,windhome-hunter,,5,10,False,common-weapon,10000,10000,0.0,468,94,0.9757,2.710445,0.0,7.0,0.002085,1.7272,0.445399,0.0,0.01038,0.155697,0,0,1.0
solo:windhome-villager,solo,normal,windhome-villager,,4,4,True,headline,10000,10000,0.0,393,79,23.8406,17.777744,0.0,47.0,0.060663,2.7883,1.393371,0.0,0.30178,4.526696,0,0,0.51171
solo:windhome-villager,solo,normal,windhome-villager,,4,4,True,bare,10000,10000,0.0,193,39,29.7836,21.817708,0.0,57.0,0.154319,2.8154,1.392237,0.0,0.763682,11.455231,0,0,0.50959
solo:windhome-villager,solo,normal,windhome-villager,,4,4,True,common-weapon,10000,10000,0.0,393,79,26.2612,18.060354,0.0,50.0,0.066822,2.9401,1.437467,0.0,0.33242,4.986304,0,0,0.499847
solo:windhome-villager,solo,normal,windhome-villager,,4,5,False,headline,10000,10000,0.0,404,81,11.5603,12.363663,0.0,28.0,0.028615,2.0372,0.947321,0.0,0.14272,2.140796,0,0,0.662772
solo:windhome-villager,solo,normal,windhome-villager,,4,5,False,bare,10000,10000,0.0,204,41,13.9709,15.270116,0.0,35.0,0.068485,2.0246,0.957285,0.0,0.340754,5.111305,0,0,0.664378
solo:windhome-villager,solo,normal,windhome-villager,,4,5,False,common-weapon,10000,10000,0.0,404,81,13.208,12.951198,0.0,30.0,0.032693,2.1717,0.996503,0.0,0.163062,2.445926,0,0,0.643827
solo:windhome-villager,solo,normal,windhome-villager,,4,10,False,headline,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:windhome-villager,solo,normal,windhome-villager,,4,10,False,bare,10000,10000,0.0,268,54,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:windhome-villager,solo,normal,windhome-villager,,4,10,False,common-weapon,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:young-mountain-lion,solo,normal,young-mountain-lion,,2,2,True,headline,10000,10000,0.0,368,74,4.7625,7.35544,0.0,16.0,0.012942,1.7083,1.019123,0.0,0.064358,0.965372,0,0,0.559855
solo:young-mountain-lion,solo,normal,young-mountain-lion,,2,2,True,bare,10000,10000,0.0,168,34,5.9341,9.182731,0.0,19.0,0.035322,1.7119,1.029999,0.0,0.174532,2.617985,0,0,0.55786
solo:young-mountain-lion,solo,normal,young-mountain-lion,,2,2,True,common-weapon,10000,10000,0.0,368,74,5.1558,7.594401,0.0,16.0,0.01401,1.7297,1.028512,0.0,0.069673,1.045095,0,0,0.550616
solo:young-mountain-lion,solo,normal,young-mountain-lion,,2,5,False,headline,10000,10000,0.0,404,81,0.0656,0.64583,0.0,0.0,0.000162,1.0369,0.188516,0.0,0.00081,0.012148,0,0,0.962581
solo:young-mountain-lion,solo,normal,young-mountain-lion,,2,5,False,bare,10000,10000,0.0,204,41,0.0972,0.904628,0.0,0.0,0.000476,1.0417,0.199903,0.0,0.002371,0.035561,0,0,0.957377
solo:young-mountain-lion,solo,normal,young-mountain-lion,,2,5,False,common-weapon,10000,10000,0.0,404,81,0.0888,0.778277,0.0,0.0,0.00022,1.0491,0.216077,0.0,0.001096,0.016444,0,0,0.951578
solo:young-mountain-lion,solo,normal,young-mountain-lion,,2,10,False,headline,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:young-mountain-lion,solo,normal,young-mountain-lion,,2,10,False,bare,10000,10000,0.0,268,54,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:young-mountain-lion,solo,normal,young-mountain-lion,,2,10,False,common-weapon,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
room:cave-spider+cave-spider,multi-aggro,multi-aggro,cave-spider+cave-spider,The Entry Cleft,2,2,True,headline,10000,10000,0.0,368,74,19.6261,12.012414,7.0,35.0,0.053332,3.3945,1.425437,0.0,0.265218,3.978264,0,0,0.562557
room:cave-spider+cave-spider,multi-aggro,multi-aggro,cave-spider+cave-spider,The Entry Cleft,2,2,True,bare,10000,10000,0.0,168,34,24.5869,14.785008,8.0,44.0,0.146351,3.4144,1.444809,0.0,0.723144,10.847162,0,0,0.559659
room:cave-spider+cave-spider,multi-aggro,multi-aggro,cave-spider+cave-spider,The Entry Cleft,2,2,True,common-weapon,10000,10000,0.0,368,74,21.4433,12.658269,7.0,38.0,0.05827,3.5053,1.498323,0.0,0.289774,4.346615,0,0,0.543919
room:cave-spider+cave-spider,multi-aggro,multi-aggro,cave-spider+cave-spider,The Entry Cleft,2,5,False,headline,10000,10000,0.0,404,81,2.7467,3.625733,0.0,8.0,0.006799,2.0435,0.2069,0.0,0.03391,0.508648,0,0,0.962907
room:cave-spider+cave-spider,multi-aggro,multi-aggro,cave-spider+cave-spider,The Entry Cleft,2,5,False,bare,10000,10000,0.0,204,41,3.6097,4.506436,0.0,10.0,0.017695,2.0467,0.216146,0.0,0.088041,1.320622,0,0,0.959887
room:cave-spider+cave-spider,multi-aggro,multi-aggro,cave-spider+cave-spider,The Entry Cleft,2,5,False,common-weapon,10000,10000,0.0,404,81,3.2891,3.931809,0.0,8.0,0.008141,2.0642,0.250356,0.0,0.040606,0.609093,0,0,0.950925
room:cave-spider+cave-spider,multi-aggro,multi-aggro,cave-spider+cave-spider,The Entry Cleft,2,10,False,headline,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,1.0
room:cave-spider+cave-spider,multi-aggro,multi-aggro,cave-spider+cave-spider,The Entry Cleft,2,10,False,bare,10000,10000,0.0,268,54,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,1.0
room:cave-spider+cave-spider,multi-aggro,multi-aggro,cave-spider+cave-spider,The Entry Cleft,2,10,False,common-weapon,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,1.0
room:cave-centipede+cave-spider,multi-aggro,multi-aggro,cave-centipede+cave-spider,The Silk Gallery,3,3,True,headline,10000,10000,0.0,379,76,23.726,13.616737,8.0,42.0,0.062602,3.0776,1.19565,0.0,0.312184,4.682763,0,0,0.62578
room:cave-centipede+cave-spider,multi-aggro,multi-aggro,cave-centipede+cave-spider,The Silk Gallery,3,3,True,bare,10000,10000,0.0,179,36,28.7946,16.729955,10.0,50.0,0.160864,3.0515,1.203515,0.0,0.79985,11.99775,0,0,0.633098
room:cave-centipede+cave-spider,multi-aggro,multi-aggro,cave-centipede+cave-spider,The Silk Gallery,3,3,True,common-weapon,10000,10000,0.0,379,76,25.2007,14.204296,9.0,44.0,0.066493,3.1388,1.248733,0.0,0.331588,4.973822,0,0,0.611794
room:cave-centipede+cave-spider,multi-aggro,multi-aggro,cave-centipede+cave-spider,The Silk Gallery,3,5,False,headline,10000,10000,0.0,404,81,7.952,7.534938,0.0,18.0,0.019683,2.2209,0.457934,0.0,0.098173,1.472593,0,0,0.882075
room:cave-centipede+cave-spider,multi-aggro,multi-aggro,cave-centipede+cave-spider,The Silk Gallery,3,5,False,bare,10000,10000,0.0,204,41,9.8234,9.08994,0.0,22.0,0.048154,2.2182,0.461507,0.0,0.239595,3.593927,0,0,0.882608
room:cave-centipede+cave-spider,multi-aggro,multi-aggro,cave-centipede+cave-spider,The Silk Gallery,3,5,False,common-weapon,10000,10000,0.0,404,81,8.7712,7.785567,0.0,19.0,0.021711,2.2462,0.486195,0.0,0.108286,1.624296,0,0,0.873386
room:cave-centipede+cave-spider,multi-aggro,multi-aggro,cave-centipede+cave-spider,The Silk Gallery,3,10,False,headline,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,1.0
room:cave-centipede+cave-spider,multi-aggro,multi-aggro,cave-centipede+cave-spider,The Silk Gallery,3,10,False,bare,10000,10000,0.0,268,54,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,1.0
room:cave-centipede+cave-spider,multi-aggro,multi-aggro,cave-centipede+cave-spider,The Silk Gallery,3,10,False,common-weapon,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,1.0
room:cave-beetle+cave-centipede,multi-aggro,multi-aggro,cave-beetle+cave-centipede,The Choke,3,3,True,headline,10000,10000,0.0,379,76,35.4608,21.054659,12.0,64.0,0.093564,3.528,1.487823,0.0,0.466589,6.998842,0,0,0.557823
room:cave-beetle+cave-centipede,multi-aggro,multi-aggro,cave-beetle+cave-centipede,The Choke,3,3,True,bare,10000,10000,0.0,179,36,43.2755,25.755112,15.0,78.0,0.241763,3.5288,1.493108,0.0005,1.202097,18.031458,0,0,0.558689
room:cave-beetle+cave-centipede,multi-aggro,multi-aggro,cave-beetle+cave-centipede,The Choke,3,3,True,common-weapon,10000,10000,0.0,379,76,38.1436,21.781561,13.0,67.0,0.100643,3.6733,1.543816,0.0,0.501889,7.528342,0,0,0.548009
room:cave-beetle+cave-centipede,multi-aggro,multi-aggro,cave-beetle+cave-centipede,The Choke,3,5,False,headline,10000,10000,0.0,404,81,11.7314,9.74298,0.0,25.0,0.029038,2.4107,0.625,0.0,0.144832,2.172481,0,0,0.808396
room:cave-beetle+cave-centipede,multi-aggro,multi-aggro,cave-beetle+cave-centipede,The Choke,3,5,False,bare,10000,10000,0.0,204,41,14.4103,11.881303,0.0,30.0,0.070639,2.4012,0.620192,0.0,0.351471,5.272061,0,0,0.811719
room:cave-beetle+cave-centipede,multi-aggro,multi-aggro,cave-beetle+cave-centipede,The Choke,3,5,False,common-weapon,10000,10000,0.0,404,81,12.7521,10.068875,0.0,26.0,0.031565,2.4326,0.648889,0.0,0.157433,2.3615,0,0,0.802393
room:cave-beetle+cave-centipede,multi-aggro,multi-aggro,cave-beetle+cave-centipede,The Choke,3,10,False,headline,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,1.0
room:cave-beetle+cave-centipede,multi-aggro,multi-aggro,cave-beetle+cave-centipede,The Choke,3,10,False,bare,10000,10000,0.0,268,54,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,1.0
room:cave-beetle+cave-centipede,multi-aggro,multi-aggro,cave-beetle+cave-centipede,The Choke,3,10,False,common-weapon,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,1.0
boss:silk-matron,boss-group,boss,silk-matron+matrons-brood+matrons-brood,The Matron's Larder,3,3,True,headline,10000,10000,0.0,379,76,107.8723,34.199623,67.0,153.0,0.284623,9.813,2.553004,0.0,1.419372,21.290586,0,0,0.531835
boss:silk-matron,boss-group,boss,silk-matron+matrons-brood+matrons-brood,The Matron's Larder,3,3,True,bare,10000,10000,0.0,179,36,132.8947,41.438789,84.0,189.0,0.742428,9.7931,2.523627,0.1378,3.691519,55.372792,0,0,0.532793
boss:silk-matron,boss-group,boss,silk-matron+matrons-brood+matrons-brood,The Matron's Larder,3,3,True,common-weapon,10000,10000,0.0,379,76,115.1122,34.292757,75.0,161.0,0.303726,10.1748,2.606731,0.0,1.514634,22.719513,0,0,0.519627
boss:silk-matron,boss-group,boss,silk-matron+matrons-brood+matrons-brood,The Matron's Larder,3,5,False,headline,10000,10000,0.0,404,81,43.0829,18.671048,20.0,68.0,0.106641,6.5181,1.115559,0.0,0.531888,7.978315,0,0,0.790414
boss:silk-matron,boss-group,boss,silk-matron+matrons-brood+matrons-brood,The Matron's Larder,3,5,False,bare,10000,10000,0.0,204,41,53.1245,22.892523,24.0,84.0,0.260414,6.5189,1.118232,0.0,1.29572,19.435793,0,0,0.789336
boss:silk-matron,boss-group,boss,silk-matron+matrons-brood+matrons-brood,The Matron's Larder,3,5,False,common-weapon,10000,10000,0.0,404,81,46.71,18.85409,23.0,71.0,0.115619,6.7066,1.152613,0.0,0.576667,8.65,0,0,0.775937
